MNEMONIQUE;LIBELLE;ADRESSE_NDS;ADRESSE_SNMP;LIBELLE_1
Ascenseur;Ascenseur;79;;Retour d'alimentation (380 ou 48V)
Ascenseur;Ascenseur;80;;Défaut BAE > 5 heures
Ascenseur;Ascenseur;81;;Défaut alimentation onduleur
Ascenseur;Ascenseur;82;;Interupteur générale IG déclenché
Ascenseur;Ascenseur;83;;Défaut capteur en zone de déverouillage
Ascenseur;Ascenseur;84;;Défaut sous vitesse cabine
Ascenseur;Ascenseur;85;;Perte du niveau de référence
Ascenseur;Ascenseur;86;;Bouton stop CEX enfoncé
Ascenseur;Ascenseur;87;;Défaut sécurité porte entre étage
Ascenseur;Ascenseur;88;;Interrupteur Arrêt Incendie (IAI)
Ascenseur;Ascenseur;89;;Défaut non ouverture des portes
Ascenseur;Ascenseur;1014;;Inhibition
BAES;Bloc Autonome Eclairage Secours;1014;;Inhibition
BAM;Baie d'Aération Motorisée;8;;Défaut automate
BAM;Baie d'Aération Motorisée;9;;Défaut 48V Station
BAM;Baie d'Aération Motorisée;1014;;Inhibition
PEP;Poste d'Epuisement;32;;Défaut automate
PEP;Poste d'Epuisement;1014;;Inhibition
Bris_de_glace;Bris de glace via API Station et Gare;1014;;Inhibition
Buzzer;Buzzer via API Station et Gare;1012;;Commande automatique arret buzzer impossible
CACC;Contrôle d'Accès métro Symphonie;1014;;Inhibition
CSONO;Centrale de Sonorisation CDSMG et Symphonie;22;;Défaut Température
CSONO;Centrale de Sonorisation CDSMG et Symphonie;1005;;Synchronisation horloge impossible
Coffret_Sonal;Coffret Sonal via API Station et Gare;1014;;Inhibition
Compresseur;Compresseur;17;;Défaut automate
Compresseur;Compresseur;1014;;Inhibition
Contact_Porte_GTC;Contact porte Zone effraction via API  GTC;999999;;Entretien
Alarme_PEF;Alarme_PEF via API Station et Gare;1;;ALARME
Alarme_PEF;Alarme_PEF via API Station et Gare;1014;;Inhibition
DetectionIncendie;Détection Incendie via API Station et Gare;1;;Alarme FEU
DetectionIncendie;Détection Incendie via API Station et Gare;2;;Dérangement Incendie
DetectionIncendie;Détection Incendie via API Station et Gare;1014;;Inhibition
Diffuseur;Diffuseur de musique CL;1000;;PERTE DE COM
Diffuseur;Diffuseur de musique CL;1001;;Erreur de communication SNMP
Diffuseur;Diffuseur de musique CL;1014;;Inhibition
Disjoncteur_Camera_GTC;Disjoncteur Carméra via API  GTC;999999;;Entretien
Disjoncteur_DBT_PEF;PEF Métro;5;;1er défaut CPI T2
Disjoncteur_DBT_PEF;PEF Métro;6;;1er défaut CPI EDF
Disjoncteur_DBT_PEF;PEF Métro;7;;1er défaut CPI F1
Disjoncteur_DBT_PEF;PEF Métro;8;;1er défaut CPI F2
Disjoncteur_DBT_PEF;PEF Métro;9;;défaut Automate
Disjoncteur_DBT_PEF;PEF Métro;10;;Ouverture DJ signalisation L1
Disjoncteur_DBT_PEF;PEF Métro;11;;Ouverture DJ signalisation L2
Disjoncteur_DBT_PEF;PEF Métro;12;;Ouverture DJ signalisation L3
Disjoncteur_DBT_PEF;PEF Métro;13;;Ouverture DJ signalisation L4
Disjoncteur_DBT_PEF;PEF Métro;14;;Ouverture DJ signalisation L5
Disjoncteur_DBT_PEF;PEF Métro;15;;Ouverture DJ signalisation L6
Disjoncteur_DBT_PEF;PEF Métro;16;;Absence T1
Disjoncteur_DBT_PEF;PEF Métro;17;;Absence T2
Disjoncteur_DBT_PEF;PEF Métro;18;;Manque tension EDF
Disjoncteur_DBT_PEF;PEF Métro;19;;CN ouvert
Disjoncteur_DBT_PEF;PEF Métro;20;;CS ouvert et CN ouvert (alarme P)
Disjoncteur_DBT_PEF;PEF Métro;21;;Défaut départ(s) Permanent
Disjoncteur_DBT_PEF;PEF Métro;22;;Défaut Tension RUP
Disjoncteur_DBT_PEF;PEF Métro;23;;Défaut Automatisme
Disjoncteur_DBT_PEF;PEF Métro;24;;Ouverture d'un appareil de delestage en présence T1 et T2
Disjoncteur_DBT_PEF;PEF Métro;25;;Ouverture du disjoncteur d'arrivée T1
Disjoncteur_DBT_PEF;PEF Métro;26;;Ouverture du disjoncteur d'arrivée T2
Disjoncteur_DBT_PEF;PEF Métro;27;;Défaut armoire chargeur batterie 48V
Disjoncteur_DBT_PEF;PEF Métro;28;;Défaut depart(s) non délestable T1
Disjoncteur_DBT_PEF;PEF Métro;29;;Défaut depart(s) non délestable T2
Disjoncteur_DBT_PEF;PEF Métro;30;;Défaut allumage du jalonnement en présence de l'éclairage permanent
Disjoncteur_DBT_PEF;PEF Métro;31;;Défaut non allumage du jalonnement en absence de toutes les alimentations
Disjoncteur_DBT_PEF;PEF Métro;32;;Défaut armoire chargeur batterie 120V jalonnement
Disjoncteur_DBT_PEF;PEF Métro;33;;Défaut éclairage de sécurité jalonnement station L1
Disjoncteur_DBT_PEF;PEF Métro;34;;Défaut éclairage de sécurité jalonnement station L2
Disjoncteur_DBT_PEF;PEF Métro;35;;Défaut éclairage de sécurité jalonnement station L3
Disjoncteur_DBT_PEF;PEF Métro;36;;Défaut éclairage de sécurité jalonnement station L4
Disjoncteur_DBT_PEF;PEF Métro;37;;Défaut éclairage de sécurité jalonnement station L5
Disjoncteur_DBT_PEF;PEF Métro;38;;Défaut éclairage de sécurité jalonnement station L6
Disjoncteur_DBT_PEF;PEF Métro;39;;Défaut absence F1
Disjoncteur_DBT_PEF;PEF Métro;40;;Défaut absence F2
Disjoncteur_DBT_PEF;PEF Métro;41;;Fermeture F1-F2
Disjoncteur_DBT_PEF;PEF Métro;42;;Ouverture disjoncteur F1
Disjoncteur_DBT_PEF;PEF Métro;43;;Ouverture disjoncteur F2
Disjoncteur_DBT_PEF;PEF Métro;44;;Défaut depart F1
Disjoncteur_DBT_PEF;PEF Métro;45;;Défaut depart F2
Disjoncteur_DBT_PEF;PEF Métro;1001;;Identifiant station incorrect
Disjoncteur_DBT_PEF;PEF Métro;1002;;Identifiant équipement incorrect
Disjoncteur_DBT_PEF;PEF Métro;1003;;Identifiant version incorrect
Disjoncteur_DBT_PEF;PEF Métro;1004;;Identifiant checksum incorrect
Disjoncteur_DBT_PEF;PEF Métro;1005;;Synchronisation horloge impossible
Disjoncteur_DBT_PEF;PEF Métro;1006;;Bit de signe de vie manquant
Disjoncteur_DBT_PEF;PEF Métro;1014;;Inhibition
EAT_GTC;Centrale téléphonique via un API GTC(EAT_GTC);999999;;Entretien
CP_CA;Capteurs centrale alarme métro fils de ECENTRALE;7;;Autoprotection capteur
CP_CA;Capteurs centrale alarme métro fils de ECENTRALE;8;;Circuit autoprotection ouvert
CP_CA;Capteurs centrale alarme métro fils de ECENTRALE;9;;Court circuit autoprotection
ECENTRALE;Centrale alarme métro;1005;;Synchronisation horloge impossible
PC_I;PC industriel;5;;Conso mémoire trop élevée
PC_I;PC industriel;6;;Conso mémoire pagination trop élevée
PC_I;PC industriel;1001;;PERTE DE COM SNMP
PC_I;PC industriel;1014;;Inhibition
EEAS;Eqpt d'Accès Sono CDSMG et Symphonie;1;;PANNE
EEAT;Eqpt d'Accès Téléphonie CDSMG et Symphonie;2;;Erreur Communication LibEAT
EEAV;Eqpt d'Accès Vidéo CDSMG et Symphonie;999999;;Entretien
EEAV;Eqpt d'Accès Vidéo CDSMG et Symphonie;1000;;PERTE DE COM
EM;Escalier Mécanique;1014;;Inhibition
EM;Escalier Mécanique;1015;;Commande marche locale impossible
EM_Re;Escalier Mécanique à Relais;19;;DERANG INCENDI
EM_Re;Escalier Mécanique à Relais;1014;;Inhibition
EM_Re;Escalier Mécanique à Relais;1015;;Commande marche locale impossible
ALMTC;alarme de synthèse de divers équipements;999999;;Entretien
E_A2007;ADUP Automate de service 2007 type6;4;;Pb de comm. avec antenne cible arrière
E_A2007;ADUP Automate de service 2007 type6;5;;Problème rechargement SSSR
E_A2007;ADUP Automate de service 2007 type6;15;;Anomalie signalée par le passe
E_A2007;ADUP Automate de service 2007 type6;16;;Pb de comm. avec antenne cible avant
E_A2007;ADUP Automate de service 2007 type6;27;;Carte CB client ou agent oubliée
E_A2007;ADUP Automate de service 2007 type6;28;;Colonne dépileur absente
E_A2007;ADUP Automate de service 2007 type6;29;;Séquestre dépileur retiré hors procédure
E_A2007;ADUP Automate de service 2007 type6;30;;Séquestre dépileur plein
E_A2007;ADUP Automate de service 2007 type6;44;;Erreur de CRC sur fichier de paramètre
E_A2007;ADUP Automate de service 2007 type6;45;;Fichier de paramètres absent
E_A2007;ADUP Automate de service 2007 type6;48;;Ecriture archive impossible
E_A2007;ADUP Automate de service 2007 type6;49;;Fichier d'archive incohérent
E_A2007;ADUP Automate de service 2007 type6;50;;Problème prise en compte fichier MOC
E_A2007;ADUP Automate de service 2007 type6;51;;Pas de base utilisable
E_A2007;ADUP Automate de service 2007 type6;52;;L'APV fonctionne sur une base obsolète
E_A2007;ADUP Automate de service 2007 type6;53;;Carnetteur HS
E_A2007;ADUP Automate de service 2007 type6;67;;Carnetteur non vide
E_A2007;ADUP Automate de service 2007 type6;68;;Séquestre presque plein
E_A2007;ADUP Automate de service 2007 type6;69;;Séquestre plein
E_A2007;ADUP Automate de service 2007 type6;70;;Bobineau 2 vide
E_A2007;ADUP Automate de service 2007 type6;71;;Bobineau 1 vide
E_A2007;ADUP Automate de service 2007 type6;72;;Bobineau 2 presque vide
E_A2007;ADUP Automate de service 2007 type6;74;;Imprimante document mal positionnée
E_A2007;ADUP Automate de service 2007 type6;75;;Défaut de comm. UC-Imprimante document
E_A2007;ADUP Automate de service 2007 type6;90;;Bourrage imprimante 2
E_A2007;ADUP Automate de service 2007 type6;91;;Bobineau 2 vide
E_A2007;ADUP Automate de service 2007 type6;92;;Bobineau 2 presque vide
E_A2007;ADUP Automate de service 2007 type6;94;;Pièce bloquée dans l'orienteur
E_A2007;ADUP Automate de service 2007 type6;95;;Pièce bloquée dans la sortie sébile
E_A2007;ADUP Automate de service 2007 type6;96;;Pièce bloquée dans le recycleur de 0,10 euro
E_A2007;ADUP Automate de service 2007 type6;97;;Pièce bloquée dans le recycleur de 1 euro
E_A2007;ADUP Automate de service 2007 type6;98;;Pièce bloquée dans le recycleur de 2 euro
E_A2007;ADUP Automate de service 2007 type6;103;;Pièce inattendue dans le recycleur 2 euros
E_A2007;ADUP Automate de service 2007 type6;104;;Pièce inattendue dans le recycleur 0,50 euro
E_A2007;ADUP Automate de service 2007 type6;109;;Recycleur 5 presque vide
E_A2007;ADUP Automate de service 2007 type6;111;;Recycleur 4 presque vide
E_A2007;ADUP Automate de service 2007 type6;112;;Recycleur 3 vide
E_A2007;ADUP Automate de service 2007 type6;113;;Recycleur 3 presque vide
E_A2007;ADUP Automate de service 2007 type6;128;;Panne recycleur 1
E_A2007;ADUP Automate de service 2007 type6;129;;Recycleur 5 absent
E_A2007;ADUP Automate de service 2007 type6;131;;Recycleur 3 absent
E_A2007;ADUP Automate de service 2007 type6;132;;Recycleur 2 absent
E_A2007;ADUP Automate de service 2007 type6;133;;Recycleur 1 absent
E_A2007;ADUP Automate de service 2007 type6;134;;Panne sélecteur
E_A2007;ADUP Automate de service 2007 type6;135;;Sélecteur absent
E_A2007;ADUP Automate de service 2007 type6;136;;Pièce inattendue dans la caisse à pièces
E_A2007;ADUP Automate de service 2007 type6;137;;Bourrage en entrée caisse
E_A2007;ADUP Automate de service 2007 type6;138;;Caisse pièces absente ou non verrouillée
E_A2007;ADUP Automate de service 2007 type6;139;;Caisse pièces presque pleine
E_A2007;ADUP Automate de service 2007 type6;140;;Pièce bloquée
E_A2007;ADUP Automate de service 2007 type6;141;;Caisse à pièces pleine
E_A2007;ADUP Automate de service 2007 type6;150;;Panne transport
E_A2007;ADUP Automate de service 2007 type6;151;;Panne têtes
E_A2007;ADUP Automate de service 2007 type6;152;;Panne électronique
E_A2007;ADUP Automate de service 2007 type6;153;;Billet de banque oublié
E_A2007;ADUP Automate de service 2007 type6;154;;Panne composants électromécaniques
E_A2007;ADUP Automate de service 2007 type6;161;;Effraction accès colonne dépileur
E_A2007;ADUP Automate de service 2007 type6;162;;Effraction porte accès arrière
E_A2007;ADUP Automate de service 2007 type6;163;;Ouverture porte imprimante magnétique
E_A2007;ADUP Automate de service 2007 type6;164;;Ouverture porte accès arrière
E_A2007;ADUP Automate de service 2007 type6;165;;Détection d'un choc important
E_A2007;ADUP Automate de service 2007 type6;166;;Clé prise de service oubliée
E_A2007;ADUP Automate de service 2007 type6;167;;Activation clé prise de service
E_A2007;ADUP Automate de service 2007 type6;168;;Accès ABB
E_A2007;ADUP Automate de service 2007 type6;169;;Effraction accès ABB
E_A2007;ADUP Automate de service 2007 type6;170;;Accès bobineaux
E_A2007;ADUP Automate de service 2007 type6;171;;Ouverture porte avant   
E_A2007;ADUP Automate de service 2007 type6;172;;Effraction à l'imprimante
E_A2007;ADUP Automate de service 2007 type6;173;;Effraction porte avant
E_A2007;ADUP Automate de service 2007 type6;174;;Défaut de communication dalle tactile
E_A2007;ADUP Automate de service 2007 type6;175;;Température haute
E_A2007;ADUP Automate de service 2007 type6;177;;Distribution passes interdite par le central
E_A2007;ADUP Automate de service 2007 type6;178;;Edition titres mag. ou billets sans contact interdit par le central
E_A2007;ADUP Automate de service 2007 type6;182;;Paiement billets HS sur demande central
E_A2007;ADUP Automate de service 2007 type6;183;;Problème exécution MoCaT
E_A2007;ADUP Automate de service 2007 type6;184;;Mise en service paramètres interdite par central
E_A2007;ADUP Automate de service 2007 type6;185;;Traitement LV interdit par le central
E_A2007;ADUP Automate de service 2007 type6;188;;Paiement espèces HS
E_A2007;ADUP Automate de service 2007 type6;191;;Paiement pièces HS sur demande central
E_A2007;ADUP Automate de service 2007 type6;192;;Vente TLB HS sur demande central
E_A2007;ADUP Automate de service 2007 type6;195;;Automate HS sur demande central
E_A2007;ADUP Automate de service 2007 type6;200;;Défaut de liaison automate NDS
E_A2007;ADUP Automate de service 2007 type6;201;;Défaut de liaison automate alarmes
E_A2007;ADUP Automate de service 2007 type6;225;;Erreur de comm. en fin d'écriture
E_A2007;ADUP Automate de service 2007 type6;226;;Chargement KO après la 2e tentative
E_A2007;ADUP Automate de service 2007 type6;227;;Carte invalide/non supportée
E_A2007;ADUP Automate de service 2007 type6;228;;Tentatives de composition du code confidentiel épuisées
E_A2007;ADUP Automate de service 2007 type6;229;;Passe mis en séquestre
E_A2007;ADUP Automate de service 2007 type6;230;;Problème sur parcours demandé
E_A2007;ADUP Automate de service 2007 type6;231;;Produit non fabricable
E_A2007;ADUP Automate de service 2007 type6;232;;Compte rendu après reboot
E_A2007;ADUP Automate de service 2007 type6;233;;Caisse à pièces changée
E_A2007;ADUP Automate de service 2007 type6;234;;Pb rendu monnaie
E_A2007;ADUP Automate de service 2007 type6;235;;Retrait de la cassette de transfert
E_A2007;ADUP Automate de service 2007 type6;236;;Caisse billets échangée
E_A2007;ADUP Automate de service 2007 type6;237;;ABB échangé
E_A2007;ADUP Automate de service 2007 type6;238;;Distributeur en vente usager
E_A2007;ADUP Automate de service 2007 type6;239;;Distributeur en sommeil
E_A2007;ADUP Automate de service 2007 type6;240;;Changement de version fichier programme
E_A2007;ADUP Automate de service 2007 type6;241;;Changement de version fichiers paramètres
E_A2007;ADUP Automate de service 2007 type6;242;;Changement date heure
E_A2007;ADUP Automate de service 2007 type6;243;;Relance par watchdog logiciel
E_A2007;ADUP Automate de service 2007 type6;244;;Compte rendu d'opération SGLV non transmis
E_A2007;ADUP Automate de service 2007 type6;245;;Traps SNMP en attente de remontée à la supervision
E_A2007;ADUP Automate de service 2007 type6;246;;Divergence autorisation/acquisition
E_A2007;ADUP Automate de service 2007 type6;724;;Effraction
E_A2007;ADUP Automate de service 2007 type6;900;;Erreur abonnement
E_ADUP;Appareil Distributeur à l'Usage du Public type2;701;;Effraction
E_ADUP;Appareil Distributeur à l'Usage du Public type2;900;;Erreur abonnement
E_ADUP;Appareil Distributeur à l'Usage du Public type2;1000;;PERTE DE COM
E_AE5G;Equipement API AE5G;3;;Simulé Auto
E_AE5G;Equipement API AE5G;4;;Simulé Manuel
E_AE5G;Equipement API AE5G;5;;Simulé depuis le Superviseur
E_AE5G;Equipement API AE5G;6;;Communication Recette effectuée
E_AE5G;Equipement API AE5G;700;;Defaut
E_AE5G;Equipement API AE5G;1001;;Identifiant station incorrect
E_AE5G;Equipement API AE5G;1002;;Identifiant équipement incorrect
E_AE5G;Equipement API AE5G;1003;;Identifiant version incorrect
E_AE5G;Equipement API AE5G;1004;;Identifiant checksum incorrect
E_AE5G;Equipement API AE5G;1005;;Synchronisation horloge impossible
E_API_GARE;API Gare CDSMG;1001;;Identifiant station incorrect
E_API_GARE;API Gare CDSMG;1002;;Identifiant équipement incorrect
E_API_GARE;API Gare CDSMG;1005;;Synchronisation horloge impossible
E_AS;ADUP AS PARKEON  type3;99;;Session ecriture non ratifiee
E_AS;ADUP AS PARKEON  type3;100;;Chargement reussi a la 2eme tentative
E_AS;ADUP AS PARKEON  type3;101;;Erreur de communication en fin d'ecriture
E_AS;ADUP AS PARKEON  type3;102;;Chargement en echec apres 2 tentatives consecutives
E_AS;ADUP AS PARKEON  type3;103;;Mise en service parametres interdite par le central
E_AS;ADUP AS PARKEON  type3;104;;DProbleme execution MOCAT
E_BAIE_SONO;Baie Sono CDSMG;999999;;Entretien
E_CALARME;Centrale alarme RER CDSMG;999999;;Entretien
E_CALARME;Centrale alarme RER CDSMG;1005;;Synchronisation horloge impossible
E_CALARME;Centrale alarme RER CDSMG;1016;;Identifiant checksum parametre incorrect
E_CES;Concentrateur En Station;999999;;En entretien
E_CTL_EPIS;Controleur de l'EPIS CDSMG;1;;Défaut configuration mode normal
E_CTL_EPIS;Controleur de l'EPIS CDSMG;2;;Défaut configuration mode dégradé cube1 seul
E_CTL_EPIS;Controleur de l'EPIS CDSMG;3;;Défaut configuration mode dégradé cube2 seul
E_CTL_EPIS;Controleur de l'EPIS CDSMG;4;;SS2 Err licences
E_CTL_EPIS;Controleur de l'EPIS CDSMG;5;;SS2-11 Err licences
E_CTL_EPIS;Controleur de l'EPIS CDSMG;6;;SS2-12 Err licences
E_CTL_EPIS;Controleur de l'EPIS CDSMG;10;;SS2 Err Gest Licence
E_CTL_EPIS;Controleur de l'EPIS CDSMG;11;;SS2 Err Réseau Info
E_CTL_EPIS;Controleur de l'EPIS CDSMG;12;;SS2 Err Fermeture modules
E_CTL_EPIS;Controleur de l'EPIS CDSMG;13;;SS2-11 Err Fermeture modules
E_CTL_EPIS;Controleur de l'EPIS CDSMG;14;;SS2-12 Err Fermeture modules
E_CTL_EPIS;Controleur de l'EPIS CDSMG;18;;SS2 Err licence Globale
E_CTL_EPIS;Controleur de l'EPIS CDSMG;19;;SS2 Err table licences
E_CTL_EPIS;Controleur de l'EPIS CDSMG;20;;SS2 Hors Ctrl/Cmd
E_CTL_EPIS;Controleur de l'EPIS CDSMG;21;;SS2 Err Commande/Service
E_CTL_EPIS;Controleur de l'EPIS CDSMG;22;;SS2 Err Syntax Commande
E_CTL_EPIS;Controleur de l'EPIS CDSMG;23;;SS2 Def Memoires/BD
E_CTL_EPIS;Controleur de l'EPIS CDSMG;24;;SS2 Def Aff Sources
E_CTL_EPIS;Controleur de l'EPIS CDSMG;25;;SS2 Def Sources
E_CTL_EPIS;Controleur de l'EPIS CDSMG;26;;SS2 Err Module Aff Version
E_CTL_EPIS;Controleur de l'EPIS CDSMG;27;;SS2 Err Module Aff Absence
E_CTL_EPIS;Controleur de l'EPIS CDSMG;28;;SS2 Err Module Aff Démarrage
E_CTL_EPIS;Controleur de l'EPIS CDSMG;29;;SS2 Synth Err licences
E_CTL_EPIS;Controleur de l'EPIS CDSMG;30;;SS2 Synth Err Fermeture modules
E_CTL_EPIS;Controleur de l'EPIS CDSMG;31;;SS2 Synth Err Contrôleur
E_CTL_EPIS;Controleur de l'EPIS CDSMG;32;;SS2 Synth Err Fenêtre
E_CTL_EPIS;Controleur de l'EPIS CDSMG;33;;SS2 Synth Err (erreur technique)
E_CTL_EPIS;Controleur de l'EPIS CDSMG;34;;Defaut configuration mode normale petite taille
E_CTL_EPIS;Controleur de l'EPIS CDSMG;1000;;PERTE DE COM
E_CTL_EPIS;Controleur de l'EPIS CDSMG;1001;;Echec activation mode
E_ECS;Eqpt concentrateur Vente et Contrôle d'accès(ECS);1001;;Identifiant station incorrect
E_ECS;Eqpt concentrateur Vente et Contrôle d'accès(ECS);1002;;Identifiant équipement incorrect
E_ECS;Eqpt concentrateur Vente et Contrôle d'accès(ECS);1003;;Identifiant version incorrect
E_ECS;Eqpt concentrateur Vente et Contrôle d'accès(ECS);1004;;Identifiant checksum incorrect
E_ECS;Eqpt concentrateur Vente et Contrôle d'accès(ECS);1005;;Synchronisation horloge impossible
E_ECS;Eqpt concentrateur Vente et Contrôle d'accès(ECS);1006;;Bit de signe de vie manquant
E_EPIS;Mur d'écran EPIS CDSMG;3;;Cube1 en défaut
E_EPIS;Mur d'écran EPIS CDSMG;4;;Cube2 en défaut
E_EPIS;Mur d'écran EPIS CDSMG;6;;SS1-1 Def Carte DVI
E_EPIS;Mur d'écran EPIS CDSMG;7;;SS1-2 Def Carte DVI
E_EPIS;Mur d'écran EPIS CDSMG;9;;SS1-1 Chg lampe 1->2
E_EPIS;Mur d'écran EPIS CDSMG;10;;SS1-2 Chg lampe 1->2
E_EPIS;Mur d'écran EPIS CDSMG;12;;SS1-1 Chg lampe 2->1
E_EPIS;Mur d'écran EPIS CDSMG;13;;SS1-2 Chg lampe 2->1
E_EPIS;Mur d'écran EPIS CDSMG;15;;SS1-1 Manque lampe 1
E_EPIS;Mur d'écran EPIS CDSMG;16;;SS1-2 Manque lampe 1
E_EPIS;Mur d'écran EPIS CDSMG;18;;SS1-1 Manque lampe 2
E_EPIS;Mur d'écran EPIS CDSMG;19;;SS1-2 Manque lampe 2
E_EPIS;Mur d'écran EPIS CDSMG;21;;SS1-1 Def Ventil Proj
E_EPIS;Mur d'écran EPIS CDSMG;22;;SS1-2 Def Ventil Proj
E_EPIS;Mur d'écran EPIS CDSMG;24;;SS1-1 Def Ventil lampe
E_EPIS;Mur d'écran EPIS CDSMG;25;;SS1-2 Def Ventil lampe
E_EPIS;Mur d'écran EPIS CDSMG;27;;SS1-1 Def Chg lampe 1->2
E_EPIS;Mur d'écran EPIS CDSMG;28;;SS1-2 Def Chg lampe 1->2
E_EPIS;Mur d'écran EPIS CDSMG;30;;SS1-1 Def Chg lampe 2->1
E_EPIS;Mur d'écran EPIS CDSMG;31;;SS1-2 Def Chg lampe 2->1
E_EPIS;Mur d'écran EPIS CDSMG;33;;SS1-1 Def lampes 1-2
E_EPIS;Mur d'écran EPIS CDSMG;34;;SS1-2 Def lampes 1-2
E_EPIS;Mur d'écran EPIS CDSMG;36;;SS1-1 Err lampe 1 et Abs 2
E_EPIS;Mur d'écran EPIS CDSMG;37;;SS1-2 Err lampe 1 et Abs 2
E_EPIS;Mur d'écran EPIS CDSMG;39;;SS1-1 Err lampe 2 et Abs 1
E_EPIS;Mur d'écran EPIS CDSMG;40;;SS1-2 Err lampe 2 et Abs 1
E_EPIS;Mur d'écran EPIS CDSMG;42;;SS1-1 Roues couleur HS
E_EPIS;Mur d'écran EPIS CDSMG;43;;SS1-2 Roues couleur HS
E_EPIS;Mur d'écran EPIS CDSMG;45;;SS1-1 Err interne PROJ
E_EPIS;Mur d'écran EPIS CDSMG;46;;SS1-2 Err interne PROJ
E_EPIS;Mur d'écran EPIS CDSMG;48;;SS1-1 Def Com CPU-PROJ
E_EPIS;Mur d'écran EPIS CDSMG;49;;SS1-2 Def Com CPU-PROJ
E_EPIS;Mur d'écran EPIS CDSMG;51;;SS1-1 Abs lampe 1
E_EPIS;Mur d'écran EPIS CDSMG;52;;SS1-2 Abs lampe 1
E_EPIS;Mur d'écran EPIS CDSMG;54;;SS1-1 Abs lampe 2
E_EPIS;Mur d'écran EPIS CDSMG;55;;SS1-2 Abs lampe 2
E_EPIS;Mur d'écran EPIS CDSMG;56;;SS1 Err licences
E_EPIS;Mur d'écran EPIS CDSMG;57;;SS1 Err Gest Licence
E_EPIS;Mur d'écran EPIS CDSMG;58;;SS1 Err Réseau Info
E_EPIS;Mur d'écran EPIS CDSMG;59;;SS1 Err Fermeture modules
E_EPIS;Mur d'écran EPIS CDSMG;60;;SS1 Err licence Globale
E_EPIS;Mur d'écran EPIS CDSMG;61;;SS1 Err table licences
E_EPIS;Mur d'écran EPIS CDSMG;62;;SS1 Hors Ctrl/Cmd
E_EPIS;Mur d'écran EPIS CDSMG;63;;SS1 Err Commande/Service
E_EPIS;Mur d'écran EPIS CDSMG;64;;SS1 Err Syntax Commande
E_EPIS;Mur d'écran EPIS CDSMG;65;;SS1 Def Memoires/BD
E_EPIS;Mur d'écran EPIS CDSMG;66;;SS1 Def Aff Sources
E_EPIS;Mur d'écran EPIS CDSMG;67;;SS1 Def Sources
E_EPIS;Mur d'écran EPIS CDSMG;68;;SS1 Err Module Aff Version
E_EPIS;Mur d'écran EPIS CDSMG;69;;SS1 Err Module Aff Absence
E_EPIS;Mur d'écran EPIS CDSMG;70;;SS1 Err Module Aff Démarrage
E_EPIS;Mur d'écran EPIS CDSMG;72;;SS1-1 Synth Def lampe
E_EPIS;Mur d'écran EPIS CDSMG;73;;SS1-2 Synth Def lampe
E_EPIS;Mur d'écran EPIS CDSMG;75;;SS1-1 Synth Def bloc Proj
E_EPIS;Mur d'écran EPIS CDSMG;76;;SS1-2 Synth Def bloc Proj
E_EPIS;Mur d'écran EPIS CDSMG;78;;SS1-1 Synth Def Ventil
E_EPIS;Mur d'écran EPIS CDSMG;79;;SS1-2 Synth Def Ventil
E_EPIS;Mur d'écran EPIS CDSMG;81;;SS1-1 Synth Def
E_EPIS;Mur d'écran EPIS CDSMG;82;;SS1-2 Synth Def
E_EPIS;Mur d'écran EPIS CDSMG;83;;SS1-1 Synth Def lampe 1 et lampe 2
E_EPIS;Mur d'écran EPIS CDSMG;84;;SS1-2 Synth Def lampe 1 et lampe 2
E_EPIS;Mur d'écran EPIS CDSMG;85;;SS1-1 Synth Def lampe 1 et lampe 2 Abs
E_EPIS;Mur d'écran EPIS CDSMG;86;;SS1-2 Synth Def lampe 1 et lampe 2 Abs
E_EPIS;Mur d'écran EPIS CDSMG;87;;SS1-1 Synth Def lampe 2 et lampe 1 Abs
E_EPIS;Mur d'écran EPIS CDSMG;88;;SS1-2 Synth Def lampe 2 et lampe 1 Abs
E_EPIS;Mur d'écran EPIS CDSMG;89;;SS1-1 Synth Def lampes
E_EPIS;Mur d'écran EPIS CDSMG;90;;SS1-2 Synth Def lampes
E_EPIS;Mur d'écran EPIS CDSMG;1000;;PERTE DE COM
E_EPISCONFIGURATION;Objet de configuration mur d'écrans CDSMG;999999;;Entretien
E_EPISCONFIGURATION;Objet de configuration mur d'écrans CDSMG;1;;Erreur de fichier
E_EPISCONFIGURATION;Objet de configuration mur d'écrans CDSMG;2;;Erreur d'activation
E_EPISCONFIGURATION;Objet de configuration mur d'écrans CDSMG;3;;Erreur de création
E_EPISCONFIGURATION;Objet de configuration mur d'écrans CDSMG;4;;Erreur de mode d'affichage
E_LC;Ligne de Contrôle générique;38;;Passage hors service
E_LC;Ligne de Contrôle générique;39;;Portillon bloqué
E_LECTEUR;Lecteur 3G;999999;;En entretien
E_LECTEUR;Lecteur 3G;1;;Erreur Communication Equipement
E_LECTEUR;Lecteur 3G;2;;Bourrage
E_LECTEUR;Lecteur 3G;3;;Hors Service
E_PAVEL;Controle acces type PAVEL;999999;;En entretien
E_PAVEL;Controle acces type PAVEL;1;;Erreur Communication Equipement
E_PAVEL;Controle acces type PAVEL;2;;Bloqué Ouvert
E_PAVEL;Controle acces type PAVEL;3;;Bloqué Fermé
E_PAVEL;Controle acces type PAVEL;4;;Vérouillé
